Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Grupo de exames;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;COLONOSCOPIA;90.0;27.0;30.0;0;30.0;63.0;0;63.0;100.0;74.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ELETROCARDIOGRAMA;228.0;212.0;92.98;0;92.98;16.0;0;16.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;116.0;56.0;48.28;0;48.28;60.0;1;59.0;98.33;366.33
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;RADIOGRAFIA;1110.0;1110.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;ULTRASSONOGRAFIA;89.0;73.0;82.02;0;82.02;16.0;0;16.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338262 / HOSPITAL DE URGENCIAS DE GOIAS DR VALDEMIRO CRUZ HUGO;CENTRAL;UROGRAFIA VENOSA;114.0;114.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;(INATIVO) ANGIORESSONANCIA CEREBRAL;18.0;18.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE PELE E PARTES MOLES;6.0;6.0;100.0;0;100.0;0.0;0;0.0;0.0;113.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE PROSTATA;48.0;18.0;37.5;0;37.5;30.0;0;30.0;100.0;21.7
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;BIOPSIA DE TIREOIDE OU PARATIREOIDE-PAFF;9.0;9.0;100.0;0;100.0;0.0;0;0.0;0.0;77.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;Clister Opaco;11.0;6.0;54.55;0;54.55;5.0;0;5.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ECODOPPLER TRANSCRANIANO;20.0;20.0;100.0;0;100.0;0.0;0;0.0;0.0;5.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ELETRONEUROMIOGRAFIA;19.0;7.0;36.84;0;36.84;12.0;10;2.0;16.67;19.61
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ESPIROMETRIA COM PROVA BRONCODILATADORA;60.0;21.0;35.0;0;35.0;39.0;13;26.0;66.67;219.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;MAMOGRAFIA;361.0;166.0;45.98;0;45.98;195.0;0;195.0;100.0;28.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PLETISMOGRAFIA;45.0;45.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA - PAAF;16.0;16.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;RADIOGRAFIA;1029.0;941.0;91.45;0;91.45;88.0;0;88.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;TESTE ERGOMÉTRICO;70.0;25.0;35.71;0;35.71;45.0;27;18.0;40.0;13.51
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;ULTRASSONOGRAFIA;72.0;47.0;65.28;0;65.28;25.0;12;13.0;52.0;64.6
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;UROGRAFIA VENOSA;7.0;7.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2338734 / HOSPITAL ESTADUAL DR ALBERTO RASSI HGG;CENTRAL;VIDEOLARINGOSCOPIA;15.0;11.0;73.33;0;73.33;4.0;2;2.0;50.0;220.67
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2339196 / HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU;CENTRAL;ULTRASSONOGRAFIA;274.0;247.0;90.15;0;90.15;27.0;0;27.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;COLONOSCOPIA;80.0;14.0;17.5;0;17.5;66.0;36;30.0;45.45;100.42
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ECOCARDIOGRAFIA TRANSTORACICA;45.0;35.0;77.78;0;77.78;10.0;9;1.0;10.0;24.21
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ELETROCARDIOGRAMA;12.0;12.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ENDOSCOPIA DIGESTIVA ALTA;72.0;32.0;44.44;0;44.44;40.0;11;29.0;72.5;427.05
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;RADIOGRAFIA;19.0;19.0;100.0;0;100.0;0.0;0;0.0;0.0;20.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ULTRASSONOGRAFIA;200.0;118.0;59.0;0;59.0;82.0;37;45.0;54.88;94.47
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ULTRASSONOGRAFIA;100.0;96.0;96.0;0;96.0;4.0;0;4.0;100.0;210.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;RADIOGRAFIA;243.0;168.0;69.14;0;69.14;75.0;0;75.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;ULTRASSONOGRAFIA;200.0;142.0;71.0;0;71.0;58.0;1;57.0;98.28;12.71
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;RADIOGRAFIA;120.0;120.0;100.0;0;100.0;0.0;0;0.0;0.0;13.38
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;ULTRASSONOGRAFIA;20.0;20.0;100.0;0;100.0;0.0;0;0.0;0.0;21.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;ELETROCARDIOGRAMA;19.0;18.0;94.74;0;94.74;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;RADIOGRAFIA;19.0;18.0;94.74;0;94.74;1.0;1;0.0;0.0;6.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;BRONCOSCOPIA;16.0;8.0;50.0;0;50.0;8.0;7;1.0;12.5;23.6
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;COLONOSCOPIA;49.0;16.0;32.65;0;32.65;33.0;11;22.0;66.67;382.3
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;45.0;22.0;48.89;0;48.89;23.0;14;9.0;39.13;141.65
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;61.0;31.0;50.82;0;50.82;30.0;11;16.0;53.33;274.4
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;Elastografia;20.0;20.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;RADIOGRAFIA;76.0;51.0;67.11;0;67.11;25.0;15;8.0;32.0;17.21
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;ULTRASSONOGRAFIA;49.0;41.0;83.67;0;83.67;8.0;4;4.0;50.0;3.44
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;ECOCARDIOGRAFIA TRANSTORACICA;72.0;7.0;9.72;0;9.72;65.0;37;28.0;43.08;282.74
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;ULTRASSONOGRAFIA;56.0;45.0;80.36;0;80.36;11.0;10;1.0;9.09;20.61
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;DOPPLER;15.0;15.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;ECOCARDIOGRAMA FETAL;14.0;13.0;92.86;0;92.86;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;ULTRASSONOGRAFIA;130.0;102.0;78.46;0;78.46;28.0;19;9.0;32.14;19.29
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;CAMPIMETRIA COMPUTADORIZADA OU MANUAL COM GRÁFICO;8.0;8.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;CAPSULOTOMIA A YAG LASER;10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;EMISSÕES OTOACÚSTICAS EVOCADAS PARA TRIAGEM AUDITIVA (TESTE DA ORELHINHA);20.0;19.0;95.0;0;95.0;1.0;1;0.0;0.0;118.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;ENDOSCOPIA DIGESTIVA ALTA;16.0;5.0;31.25;0;31.25;11.0;1;10.0;90.91;295.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;EXAMES AUDITIVOS;64.0;64.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;POTENCIAL EVOCADO AUDITIVO (BERA);3.0;1.0;33.33;0;33.33;2.0;1;1.0;50.0;355.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;RETINOGRAFIA COLORIDA BINOCULAR;10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;TOMOGRAFIA COMPUTADORIZADA (SEM SEDAÇÃO);10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;29.46
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;Topografia computadorizada de córnea;10.0;10.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;ULTRASSONOGRAFIA;14.0;14.0;100.0;0;100.0;0.0;0;0.0;0.0;1.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ANÁLISES CLÍNICAS;1350.0;1350.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;COLONOSCOPIA;60.0;29.0;48.33;0;48.33;31.0;0;31.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ECOCARDIOGRAFIA TRANSTORACICA;16.0;10.0;62.5;0;62.5;6.0;0;6.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ELETROCARDIOGRAMA;285.0;285.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;MAMOGRAFIA;380.0;379.0;99.74;0;99.74;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;RADIOGRAFIA;1620.0;1620.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ULTRASSONOGRAFIA;44.0;42.0;95.45;0;95.45;2.0;0;2.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;ULTRASSONOGRAFIA;30.0;28.0;93.33;0;93.33;2.0;1;1.0;50.0;275.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;(INATIVO) Eletroencefalograma em Vigília;41.0;19.0;46.34;0;46.34;22.0;4;18.0;81.82;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ECOCARDIOGRAFIA DE ESTRESSE;4.0;1.0;25.0;0;25.0;3.0;1;2.0;66.67;113.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ECOCARDIOGRAFIA TRANSTORACICA;48.0;11.0;22.92;0;22.92;37.0;19;18.0;48.65;146.28
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ELETROCARDIOGRAMA;12.0;9.0;75.0;0;75.0;3.0;0;3.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO - 0211050024;4.0;4.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG);3.0;3.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ELETROENCEFALOGRAMA QUANTITATIVO C/MAPEAMENTO (EEG);3.0;2.0;66.67;0;66.67;1.0;1;0.0;0.0;602.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ELETRONEUROMIOGRAFIA;15.0;10.0;66.67;0;66.67;5.0;5;0.0;0.0;18.88
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ESPIROMETRIA COM PROVA BRONCODILATADORA;11.0;4.0;36.36;0;36.36;7.0;3;4.0;57.14;155.72
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;POTENCIAL EVOCADO AUDITIVO (BERA);12.0;7.0;58.33;0;58.33;5.0;0;5.0;100.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;RADIOGRAFIA;15.0;12.0;80.0;0;80.0;3.0;1;2.0;66.67;8.57
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ULTRASSONOGRAFIA;40.0;31.0;77.5;0;77.5;9.0;2;7.0;77.78;21.5
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;(INATIVO) BIOPSIA DE MAMA;33.0;33.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;BIOPSIA DE PELE E PARTES MOLES;15.0;15.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;BIOPSIAS GERAIS;52.0;52.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ENDOSCOPIA DIGESTIVA ALTA;158.0;106.0;67.09;0;67.09;52.0;25;27.0;51.92;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;MAMOGRAFIA;760.0;759.0;99.87;0;99.87;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;RADIOGRAFIA;760.0;759.0;99.87;0;99.87;1.0;0;1.0;100.0;0.0
2024/11;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ULTRASSONOGRAFIA;215.0;215.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;Colposcopia;3.0;3.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;DENSITOMETRIA OSSEA;36.0;30.0;83.33;0;83.33;6.0;4;2.0;33.33;175.09
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ECOCARDIOGRAFIA TRANSTORACICA;24.0;2.0;8.33;0;8.33;22.0;12;10.0;45.45;291.86
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ELETROCARDIOGRAMA;60.0;60.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ELETRONEUROMIOGRAFIA;1.0;1.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ENDOSCOPIA DIGESTIVA ALTA;30.0;5.0;16.67;0;16.67;25.0;0;25.0;100.0;290.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;HOLTER;19.0;5.0;26.32;0;26.32;14.0;9;5.0;35.71;379.4
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;MAMOGRAFIA;35.0;11.0;31.43;0;31.43;24.0;13;11.0;45.83;132.68
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;MAPA;17.0;9.0;52.94;0;52.94;8.0;5;3.0;37.5;357.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;RADIOGRAFIA;304.0;291.0;95.72;0;95.72;13.0;0;13.0;100.0;8.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;TESTE ERGOMÉTRICO;44.0;28.0;63.64;0;63.64;16.0;12;4.0;25.0;410.42
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ULTRASSONOGRAFIA;152.0;140.0;92.11;0;92.11;12.0;5;7.0;58.33;58.57
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;(INATIVO) BIOPSIA DE MAMA;3.0;3.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;(INATIVO) Eletroencefalograma em Vigília;50.0;29.0;58.0;0;58.0;21.0;6;15.0;71.43;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;BIOPSIA DE PELE E PARTES MOLES;5.0;5.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;COLONOSCOPIA;96.0;40.0;41.67;0;41.67;56.0;28;28.0;50.0;88.31
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;DENSITOMETRIA OSSEA;95.0;74.0;77.89;0;77.89;21.0;17;4.0;19.05;84.71
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ECOCARDIOGRAFIA TRANSTORACICA;10.0;3.0;30.0;0;30.0;7.0;6;1.0;14.29;232.86
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ELETROCARDIOGRAMA;95.0;81.0;85.26;0;85.26;14.0;1;13.0;92.86;60.5
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ELETRONEUROMIOGRAFIA;20.0;9.0;45.0;0;45.0;11.0;9;2.0;18.18;15.65
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ENDOSCOPIA DIGESTIVA ALTA;240.0;203.0;84.58;0;84.58;37.0;17;20.0;54.05;284.33
2024/11;COMPLEXO REGULADOR ESTADUAL CRE;2855356 / POLICLINICA ESTADUAL BRASIL BRUNO DE BASTOS NETO GOIAS;RIO VERMELHO;ESPIROMETRIA COM PROVA BRONCODILATADORA;100.0;67.0;67.0;0;67.0;33.0;17;16.0;48.48;62.28
